pos_ft,acceleration
6.25864,0
6.27337,0.1310535
6.28809,0.133853
6.30282,0.133853
6.31755,0.136061
6.33227,0.138541
6.347,0
6.36172,0.137959667
6.37645,0.134173
6.39118,0.134173
6.4059,0.1275817
6.42063,0.1275817
6.43536,0.107170889
6.45008,0
6.46481,0.089198667
6.47953,0.070337909
6.49426,0
6.50899,0.0515873
6.52862,0.0515873
6.54335,0
6.55807,0.041060125
6.5728,0.04178
6.58753,0
6.60225,0.0255971
6.61698,0.0255971
6.63171,0
6.64643,0.013702
6.66116,0.010278
6.67588,0
6.69061,0.008502167
6.70534,0.008502167
6.72006,0.009462
6.73479,0
6.74952,0.010662
6.76424,0.024028545
6.77897,0.024028545
6.7986,0.043459889
6.81333,0.067690909
6.82805,0
6.84278,0.085430333
6.85751,0.097307429
6.87223,0.1135667
6.88696,0.126222
6.90169,0.126222
6.91641,0.126222
7.03422,0.130334
7.04895,0.130547
7.06858,0
7.08331,0.129214
7.09804,0.120894
7.11276,0.120894
7.12749,0.119494
7.14221,0.1028475
7.15694,0
7.17167,0.0904324
7.18639,0.081761
7.20112,0
7.21585,0.075218
7.23057,0.067778125
7.2453,0.05133925
7.26002,0.048099667
7.27475,0.044008571
7.28948,0.038873333
7.3042,0
7.31893,0.038212
7.33856,0.038212
7.35329,0.03834
7.36802,0.03834
7.38274,0.03514
7.39747,0
7.41219,0.02881295
7.42692,0.02881295
7.44165,0
7.45637,0.019782
7.4711,0.014253111
7.48583,0.000983
7.50055,0.000248455
7.51528,0.012386556
7.53,0.012386556
7.54473,0
7.55946,0.03118075
7.57418,0.059859
7.59382,0.07701725
7.60854,0.129253563
7.62327,0
7.638,0.1916571
7.65272,0.1916571
7.66745,0.1916571
7.68218,0
7.6969,0
7.71163,0.2186152
7.72635,0.2186152
7.74108,0.225207
7.75581,0.1982886
7.77053,0
7.89325,0.1294376
7.90798,0.1191664
7.9227,0.1191664
7.93743,0.1038475
7.95216,0.1038475
7.96688,0
7.98161,0.090496
7.99633,0.084665778
8.01106,0
8.02579,0.078497
8.04051,0.072098
8.05524,0.0562269
8.06997,0.04682
8.08469,0.043353333
8.09942,0.0290929
8.11414,0.0202936
8.13378,0.0202936
8.14851,0.0202936
8.16323,0
8.17796,0.019328667
8.19268,0.022221
8.20741,0
8.22214,0.025114333
8.23686,0.041107118
8.25159,0
8.26632,0.058819
8.28104,0.067778111
8.29577,0.086268286
8.31049,0.095926
8.32522,0.097216
8.33995,0.097216
8.35467,0.096736
8.3694,0.092576
8.38412,0
8.40376,0.0799613
8.41849,0.0799613
8.43321,0
8.44794,0.066998
8.46266,0.063778
8.47739,0
8.49212,0
8.50684,0.062107444
8.52157,0.062107444
8.5363,0.061379
8.55102,0.060499
8.56575,0.062247143
8.58047,0.067591333
8.5952,0.071778
8.60993,0.074767158
8.62465,0
8.83573,0.141373
8.85046,0.152305333
8.86518,0
8.87991,0.162091
8.89463,0.17289
8.90936,0.1725068
8.929,0.1650031
8.94372,0.1650031
8.95845,0.1469724
8.97317,0
8.9879,0.1225422
9.00263,0.086017
9.01735,0.081003667
9.03208,0.070818
9.0468,0
9.06153,0.0616026
9.07626,0.0616026
9.09098,0.0616026
9.10571,0
9.12044,0.058755
9.13516,0.0628504
9.14989,0
9.16461,0.067998
9.17934,0.073884667
9.19898,0
9.2137,0
